         1457927 function calls (1423228 primitive calls) in 1.148 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1328(_DerivedBivariateSpline)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:41(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _constraints.py:227(Bounds)
        1    0.000    0.000    0.000    0.000 queues.py:196(SimpleQueue)
        1    0.000    0.000    0.000    0.000 _param_validation.py:606(_VerboseHelper)
        1    0.000    0.000    0.000    0.000 array_manager.py:1240(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:423(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(AxisError)
        4    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3858(random_correlation_gen)
        1    0.000    0.000    0.000    0.000 _sensitivity_analysis.py:155(BootstrapSobolResult)
        1    0.000    0.000    0.000    0.000 _interpolate.py:167(_do_extrapolate)
        1    0.000    0.000    0.000    0.000 unix_events.py:1442(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 events.py:618(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 _common.py:176(Error)
        1    0.000    0.000    0.000    0.000 deprecation.py:101(_DeprecationHelperStr)
        1    0.000    0.000    0.000    0.000 _base.py:59(_Waiter)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 format.py:1274(FloatArrayFormatter)
        7    0.000    0.000    0.000    0.000 numeric.py:1478(_moveaxis_dispatcher)
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:482(OpenMPController)
        1    0.000    0.000    0.000    0.000 _optimize.py:61(MemoizeJac)
        1    0.000    0.000    0.000    0.000 transports.py:197(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 _base.py:74(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _testutils.py:56(PytestTester)
        1    0.000    0.000    0.000    0.000 groupby.py:731(GroupByPlot)
        1    0.000    0.000    0.000    0.000 selectn.py:166(SelectNFrame)
        1    0.000    0.000    0.000    0.000 describe.py:136(DataFrameDescriber)
        1    0.000    0.000    0.000    0.000 gzip.py:124(_WriteBufferStream)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._blas_supports_fpe}
        6    0.000    0.000    0.000    0.000 fromnumeric.py:2472(_any_dispatcher)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 _ridge.py:1674(_XT_CenterStackOp)
        1    0.000    0.000    0.000    0.000 _split.py:1676(RepeatedKFold)
        1    0.000    0.000    0.000    0.000 loss.py:556(AbsoluteError)
        1    0.000    0.000    0.000    0.000 pytables.py:4850(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 scope.py:26(DeepChainMap)
        1    0.000    0.000    0.000    0.000 core.py:7054(_frommethod)
        1    0.000    0.000    0.000    0.000 _strptime.py:170(TimeRE)
        7    0.000    0.000    0.000    0.000 __init__.py:508(_parse_local_version)
        1    0.000    0.000    0.000    0.000 _split.py:60(_UnsupportedGroupCVMixin)
        2    0.000    0.000    0.000    0.000 estimator.py:17(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10819(FitUniformFixedScaleDataError)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:129(EnergyState)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:115(_WeakArrayKeyMap)
        1    0.000    0.000    0.000    0.000 pool.py:46(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 __init__.py:806(Filterer)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 _typing.py:288(WriteBuffer)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1677(poisson_binomial_frozen)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:196(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 tasks.py:702(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:50(BagObj)
        1    0.000    0.000    0.000    0.000 _mgc.py:17(_ParallelP)
        3    0.000    0.000    0.000    0.000 threadpoolctl.py:742(<genexpr>)
        1    0.000    0.000    0.000    0.000 _fitpack_repro.py:416(F)
        1    0.000    0.000    0.000    0.000 _nonlin.py:382(Jacobian)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1352(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 compressor.py:88(CompressorWrapper)
        1    0.000    0.000    0.000    0.000 process_executor.py:299(_SafeQueue)
        1    0.000    0.000    0.000    0.000 pytables.py:99(Constant)
        1    0.000    0.000    0.000    0.000 format.py:1486(_Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:373(_FuncPtr)
        3    0.000    0.000    0.000    0.000 arrayprint.py:966(_none_or_positive_arg)
        1    0.000    0.000    0.000    0.000 _convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _morestats.py:4287(DirectionalStats)
        1    0.000    0.000    0.000    0.000 _nonlin.py:318(TerminationCondition)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 symbolic.py:1282(_Pair)
        1    0.000    0.000    0.000    0.000 parquet.py:298(FastParquetImpl)
        1    0.000    0.000    0.000    0.000 indexing.py:110(_IndexSlice)
        1    0.000    0.000    0.000    0.000 string_arrow.py:554(ArrowStringArrayNumpySemantics)
        1    0.000    0.000    0.000    0.000 integer.py:64(IntegerArray)
        1    0.000    0.000    0.000    0.000 printing.py:506(_TextAdjustment)
        1    0.000    0.000    0.000    0.000 six.py:129(_LazyModule)
        1    0.000    0.000    0.000    0.000 __init__.py:402(PyDLL)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:428(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 _split.py:1975(ShuffleSplit)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:658(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 doccer.py:23(Decorator)
        1    0.000    0.000    0.000    0.000 _vertex.py:179(VertexCacheBase)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:804(__init__)
        1    0.000    0.000    0.000    0.000 resample.py:1991(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 __init__.py:671(LZMACompressor)
        1    0.000    0.000    0.000    0.000 __init__.py:2078(PyZipFile)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        4    0.000    0.000    0.000    0.000 config.py:835(is_type_factory)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 auxfuncs.py:617(throw_error)
        1    0.000    0.000    0.000    0.000 base.py:569(RegressorMixin)
        1    0.000    0.000    0.000    0.000 datetimes.py:103(YearMonthDayDict)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:144(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6860(vonmises_fisher_frozen)
        1    0.000    0.000    0.000    0.000 _hypotests.py:917(BarnardExactResult)
        1    0.000    0.000    0.000    0.000 _interface.py:846(IdentityOperator)
        1    0.000    0.000    0.000    0.000 _param_validation.py:307(_NoneConstraint)
        1    0.000    0.000    0.000    0.000 _param_validation.py:20(InvalidParameterError)
        1    0.000    0.000    0.000    0.000 utils.py:95(Endianness)
        1    0.000    0.000    0.000    0.000 readers.py:477(_Fwf_Defaults)
        1    0.000    0.000    0.000    0.000 multi.py:129(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 accessor.py:26(BaseAccessor)
        1    0.000    0.000    0.000    0.000 _exceptions.py:76(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 argparse.py:118(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 loss.py:533(HalfSquaredError)
        2    0.000    0.000    0.000    0.000 parallel.py:197(_threadpool_controller_decorator)
        1    0.000    0.000    0.000    0.000 _covariance.py:503(CovViaDiagonal)
        1    0.000    0.000    0.000    0.000 _cubic.py:72(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 base.py:233(DenseOutput)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 connection.py:596(SocketListener)
        1    0.000    0.000    0.000    0.000 context.py:296(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 _param_validation.py:385(StrOptions)
        3    0.000    0.000    0.000    0.000 expr.py:271(disallow)
        1    0.000    0.000    0.000    0.000 _typing.py:282(ReadBuffer)
        1    0.000    0.000    0.000    0.000 _split.py:172(LeaveOneOut)
        1    0.000    0.000    0.000    0.000 base.py:274(ConstantDenseOutput)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:29(SemiInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:38(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 _numdiff.py:863(_Fun_Wrapper)
        1    0.000    0.000    0.000    0.000 arpack.py:274(ArpackError)
        1    0.000    0.000    0.000    0.000 runner.py:14(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 _base.py:19(SparseWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:2301(createLock)
        1    0.000    0.000    0.000    0.000 base.py:13(OutputKey)
        1    0.000    0.000    0.000    0.000 info.py:673(_SeriesInfoPrinter)
        1    0.000    0.000    0.000    0.000 indexing.py:2606(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 core.py:1175(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 typing.py:1462(__repr__)
        1    0.000    0.000    0.000    0.000 loss.py:730(HalfPoissonLoss)
        1    0.000    0.000    0.000    0.000 estimator.py:14(_IDCounter)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:212(StrategyChain)
        1    0.000    0.000    0.000    0.000 tasks.py:954(create_eager_task_factory)
        1    0.000    0.000    0.000    0.000 process_executor.py:141(_ExecutorFlags)
        1    0.000    0.000    0.000    0.000 pydoc.py:1193(TextRepr)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _metadata_requests.py:242(_RoutingNotSupportedMixin)
        1    0.000    0.000    0.000    0.000 sql.py:1549(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 resample.py:2027(TimedeltaIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 csv.py:72(unix_dialect)
        1    0.000    0.000    0.000    0.000 core.py:2447(__init__)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 loss.py:657(HuberLoss)
        1    0.000    0.000    0.000    0.000 _base.py:412(SparseCoefMixin)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3705(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _hypotests.py:1188(BoschlooExactResult)
        1    0.000    0.000    0.000    0.000 report.py:28(BasicReport)
        1    0.000    0.000    0.000    0.000 parallel.py:586(BatchedCalls)
        1    0.000    0.000    0.000    0.000 locks.py:420(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 compressor.py:125(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 pydoc.py:408(ErrorDuringImport)
        4    0.000    0.000    0.000    0.000 message.py:638(get_default_type)
        1    0.000    0.000    0.000    0.000 _param_validation.py:537(_SparseMatrices)
        1    0.000    0.000    0.000    0.000 stata.py:796(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 selectn.py:75(SelectNSeries)
        1    0.000    0.000    0.000    0.000 extension.py:160(NDArrayBackedExtensionIndex)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 nanops.py:98(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        1    0.000    0.000    0.000    0.000 argparse.py:1684(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 loss.py:903(HalfBinomialLoss)
        1    0.000    0.000    0.000    0.000 link.py:156(IdentityLink)
        1    0.000    0.000    0.000    0.000 _multivariate.py:7252(normal_inverse_gamma_frozen)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:4330(_shift_scale_distribution_function_2arg)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:659(FitDataError)
        1    0.000    0.000    0.000    0.000 compressor.py:190(LZ4CompressorWrapper)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 extras.py:301(_fromnxfunction_single)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _split.py:2637(_CVIterableWrapper)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1243(LinearMixing)
        1    0.000    0.000    0.000    0.000 _interface.py:660(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:471(ThreadingBackend)
        1    0.000    0.000    0.000    0.000 process.py:68(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 __init__.py:835(_Tellable)
        1    0.000    0.000    0.000    0.000 format.py:1672(_Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 tarfile.py:307(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 _utils_impl.py:126(_Deprecate)
        1    0.000    0.000    0.000    0.000 __init__.py:313(_CountryTimezoneDict)
        2    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _stochastic_gradient.py:68(_ValidationScoreCallback)
        1    0.000    0.000    0.000    0.000 _feature_agglomeration.py:19(AgglomerationTransform)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:425(SR1)
        1    0.000    0.000    0.000    0.000 _constraints.py:309(PreparedConstraint)
        1    0.000    0.000    0.000    0.000 _interface.py:816(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 _basic.py:2819(_range_prod)
        1    0.000    0.000    0.000    0.000 base.py:148(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 extras.py:1846(mr_class)
        3    0.000    0.000    0.000    0.000 core.py:917(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:303(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:641(ndindex)
        5    0.000    0.000    0.000    0.000 multiarray.py:115(empty_like)
        1    0.000    0.000    0.000    0.000 _tags.py:168(RegressorTags)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:2011(nchypergeom_wallenius_gen)
        1    0.000    0.000    0.000    0.000 _optimize.py:3934(_Brute_Wrapper)
        1    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        1    0.000    0.000    0.000    0.000 exceptions.py:160(InconsistentVersionWarning)
        1    0.000    0.000    0.000    0.000 readers.py:507(_DeprecationConfig)
        1    0.000    0.000    0.000    0.000 blocks.py:2684(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 describe.py:124(SeriesDescriber)
        1    0.000    0.000    0.000    0.000 six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1329(ComplexFloatingFormat)
        3    0.000    0.000    0.000    0.000 function_base.py:21(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_char_p)
        1    0.000    0.000    0.000    0.000 _exceptions.py:52(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:485(_IntegerInterval)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:2163(RectSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:760(LinearVectorFunction)
        2    0.000    0.000    0.000    0.000 _typing.py:134(DTypesIntegral)
        1    0.000    0.000    0.000    0.000 pool.py:176(PicklingPool)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:9(CloudpickledObjectWrapper)
        1    0.000    0.000    0.000    0.000 pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 _metadata_requests.py:1275(RequestMethod)
        1    0.000    0.000    0.000    0.000 sql.py:1530(BaseEngine)
        1    0.000    0.000    0.000    0.000 indexing.py:248(GroupByPositionalSelector)
        1    0.000    0.000    0.000    0.000 format.py:1164(_GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:165(FastLookup)
        1    0.000    0.000    0.000    0.000 six.py:144(MovedAttribute)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 introspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss.py:762(HalfGammaLoss)
        1    0.000    0.000    0.000    0.000 _linear_loss.py:107(__init__)
        1    0.000    0.000    0.000    0.000 _set_output.py:155(PolarsAdapter)
        1    0.000    0.000    0.000    0.000 parallel.py:128(_FuncWrapper)
        1    0.000    0.000    0.000    0.000 _ndgriddata.py:20(NearestNDInterpolator)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:591(rv_discrete_frozen)
        1    0.000    0.000    0.000    0.000 _interface.py:719(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 {psutil._psutil_linux.getpagesize}
        1    0.000    0.000    0.000    0.000 synchronize.py:130(Semaphore)
        1    0.000    0.000    0.000    0.000 numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 loss.py:793(HalfTweedieLoss)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:57(DoubleInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _base.py:6(Rule)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 errors.py:97(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 _base.py:141(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:591(ndenumerate)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3305(_moment_standardized_formula)
        1    0.000    0.000    0.000    0.000 _hypotests.py:356(CramerVonMisesResult)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1355(SmoothBivariateSpline)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:672(FitSolverError)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:16(_ScalarGradWrapper)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:418(_VectorJacWrapper)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1019(Anderson)
        2    0.000    0.000    0.000    0.000 _multiufuncs.py:66(_override_ufunc_default_args)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 initializers.py:32(_ChainedInitializer)
        1    0.000    0.000    0.000    0.000 _utils.py:101(_TracebackCapturingWrapper)
        1    0.000    0.000    0.000    0.000 message.py:1200(EmailMessage)
        1    0.000    0.000    0.000    0.000 f2py2e.py:540(CombineIncludePaths)
        1    0.000    0.000    0.000    0.000 __init__.py:1861(RootLogger)
        1    0.000    0.000    0.000    0.000 base.py:913(OneToOneFeatureMixin)
        1    0.000    0.000    0.000    0.000 pytables.py:637(TermValue)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 common.py:1088(_BytesIOWrapper)
        1    0.000    0.000    0.000    0.000 multi.py:168(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 printing.py:499(PrettyDict)
        1    0.000    0.000    0.000    0.000 core.py:872(_DomainTan)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:298(ReadPickleBuffer)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1362(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 _split.py:94(GroupsConsumerMixin)
        1    0.000    0.000    0.000    0.000 loss.py:594(PinballLoss)
        1    0.000    0.000    0.000    0.000 _shgo.py:1538(LMapCache)
        1    0.000    0.000    0.000    0.000 _vertex.py:205(VertexCube)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:35(RootResults)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:42(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 arpack.py:315(_ArpackParams)
        1    0.000    0.000    0.000    0.000 process_executor.py:272(_ResultItem)
        1    0.000    0.000    0.000    0.000 __init__.py:1311(PlaceHolder)
        2    0.000    0.000    0.000    0.000 accessor.py:220(__get__)
        2    0.000    0.000    0.000    0.000 calendar.py:118(__init__)
        4    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:345(<genexpr>)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:3047(_max_dispatcher)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1928(nchypergeom_fisher_gen)
        1    0.000    0.000    0.000    0.000 _vertex.py:222(VertexCacheIndex)
        1    0.000    0.000    0.000    0.000 arpack.py:606(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:908(SpLuInv)
        1    0.000    0.000    0.000    0.000 arpack.py:932(LuInv)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:84(NDArrayWrapper)
        4    0.000    0.000    0.000    0.000 _pep440.py:426(_parse_local_version)
        1    0.000    0.000    0.000    0.000 base.py:1172(_UnstableArchMixin)
        1    0.000    0.000    0.000    0.000 pytables.py:340(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 stata.py:961(StataParser)
        1    0.000    0.000    0.000    0.000 __init__.py:273(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 __init__.py:572(UndefinedVariableError)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2014(_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1425(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 _exceptions.py:92(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4127(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 radau.py:549(RadauDenseOutput)
        1    0.000    0.000    0.000    0.000 lsoda.py:211(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 _interpolate.py:125(interp2d)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:384(LocalSearchWrapper)
        1    0.000    0.000    0.000    0.000 executor.py:118(_TestingMemmappingExecutor)
        1    0.000    0.000    0.000    0.000 abc.py:52(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 case.py:283(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 expr.py:771(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 core.py:890(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        2    0.000    0.000    0.000    0.000 arrayprint.py:551(_recursive_guard)
        1    0.000    0.000    0.000    0.000 argparse.py:1726(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 report.py:36(SQPReport)
        1    0.000    0.000    0.000    0.000 queues.py:234(LifoQueue)
        1    0.000    0.000    0.000    0.000 pydoc.py:2315(ModuleScanner)
        1    0.000    0.000    0.000    0.000 case.py:202(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 _param_validation.py:317(_NanConstraint)
        1    0.000    0.000    0.000    0.000 __init__.py:769(Filter)
        2    0.000    0.000    0.000    0.000 core.py:933(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 _exceptions.py:31(UFuncTypeError)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 _ridge.py:1718(_IdentityClassifier)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 _minimize.py:1049(_Patch_Callback_Equal_Variables)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:4(DegenerateDataWarning)
        1    0.000    0.000    0.000    0.000 pydoc.py:2080(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1436(_Dummy)
        1    0.000    0.000    0.000    0.000 blocks.py:2698(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:742(IndexExpression)
        1    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:75(BytesParser)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 parallel.py:41(Parallel)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:443(_RealInterval)
        1    0.000    0.000    0.000    0.000 _covariance.py:618(CovViaPSD)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1213(_RangeFunc)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:836(MikotaPair)
        1    0.000    0.000    0.000    0.000 protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 process_executor.py:230(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 process_executor.py:279(_CallItem)
        1    0.000    0.000    0.000    0.000 process.py:48(LokyInitMainProcess)
        1    0.000    0.000    0.000    0.000 _util.py:1071(__getattr__)
        1    0.000    0.000    0.000    0.000 _param_validation.py:753(Hidden)
        1    0.000    0.000    0.000    0.000 _param_validation.py:712(_IterablesNotString)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_wchar_p)
        1    0.000    0.000    0.000    0.000 argparse.py:1141(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1354(Namespace)
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 bdf.py:456(BdfDenseOutput)
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:39(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 arpack.py:957(IterInv)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:129(ZNDArrayWrapper)
        1    0.000    0.000    0.000    0.000 logger.py:97(PrintTime)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 connection.py:970(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:706(Lookup)
        1    0.000    0.000    0.000    0.000 __init__.py:128(InvalidVersion)
