         1457927 function calls (1423228 primitive calls) in 1.148 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       40    0.000    0.000    0.001    0.000 getlimits.py:113(_float_to_str)
        1    0.000    0.000    0.001    0.001 _robust_covariance.py:1(<module>)
        6    0.000    0.000    0.001    0.000 _internal.py:667(_dtype_from_pep3118)
        3    0.000    0.000    0.001    0.000 missing.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base.py:320(Index)
        1    0.000    0.000    0.001    0.001 feedparser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _core.py:1(<module>)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
     2427    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
     4979    0.001    0.000    0.001    0.000 {built-in method builtins.vars}
     1476    0.001    0.000    0.001    0.000 functools.py:65(wraps)
     12/6    0.000    0.000    0.001    0.000 _internal.py:672(__dtype_from_pep3118)
        1    0.000    0.000    0.001    0.001 from_dataframe.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:12(__getattr__)
        2    0.000    0.000    0.001    0.000 _procrustes.py:1(<module>)
        4    0.000    0.000    0.001    0.000 _utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 console.py:1(<module>)
        1    0.000    0.000    0.001    0.001 xml.py:1(<module>)
       16    0.000    0.000    0.001    0.000 inspect.py:3262(__str__)
     1902    0.000    0.000    0.001    0.000 _parser.py:293(tell)
      954    0.000    0.000    0.001    0.000 enum.py:1544(_get_value)
        1    0.000    0.000    0.001    0.001 _distribution_infrastructure.py:2297(entropy)
     9850    0.001    0.000    0.001    0.000 inspect.py:2777(kind)
     3612    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.001    0.001 _nnls.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _distribution_infrastructure.py:2317(_entropy_quadrature)
      764    0.000    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.001    0.001 decorator.py:1(<module>)
     1056    0.000    0.000    0.001    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.001    0.001 _distribution_infrastructure.py:2076(_quadrature)
        1    0.000    0.000    0.001    0.001 threadpoolctl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
     8218    0.001    0.000    0.001    0.000 inspect.py:2765(name)
      537    0.000    0.000    0.001    0.000 _compiler.py:216(_compile_charset)
     1448    0.001    0.000    0.001    0.000 {built-in method _imp.find_frozen}
      408    0.000    0.000    0.001    0.000 _parser.py:86(opengroup)
        1    0.000    0.000    0.001    0.001 melt.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _trustregion_krylov.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _root_scalar.py:1(<module>)
     3479    0.001    0.000    0.001    0.000 {method 'values' of 'mappingproxy' objects}
      128    0.000    0.000    0.001    0.000 _internal.py:14(get_xp)
        1    0.000    0.000    0.001    0.001 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 difflib.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _compat.py:1(<module>)
      278    0.000    0.000    0.001    0.000 _param_validation.py:398(__init__)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
      120    0.000    0.000    0.000    0.000 _available_if.py:39(__get__)
       31    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        5    0.000    0.000    0.000    0.000 decorator.py:177(create)
        1    0.000    0.000    0.000    0.000 html.py:1(<module>)
     1917    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 decimal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:1(<module>)
     4405    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _label.py:1(<module>)
        3    0.000    0.000    0.000    0.000 basic.py:1(<module>)
       52    0.000    0.000    0.000    0.000 getlimits.py:494(__new__)
        1    0.000    0.000    0.000    0.000 _metadata_requests.py:1(<module>)
        2    0.000    0.000    0.000    0.000 accessors.py:1(<module>)
  140/138    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 _sparse_pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:154(SeriesGroupBy)
        1    0.000    0.000    0.000    0.000 lsq_linear.py:1(<module>)
       50    0.000    0.000    0.000    0.000 core.py:944(__init__)
        1    0.000    0.000    0.000    0.000 _rgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tanhsinh.py:958(nsum)
     2622    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        7    0.000    0.000    0.000    0.000 __init__.py:678(children)
        1    0.000    0.000    0.000    0.000 <frozen importlib.util>:71(find_spec)
        1    0.000    0.000    0.000    0.000 tarfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:568(_init_posix)
     1477    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:1(<module>)
       18    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
     2645    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       64    0.000    0.000    0.000    0.000 common.py:37(wrapper)
        1    0.000    0.000    0.000    0.000 _add_docstring.py:27(_parse_docstrings)
        1    0.000    0.000    0.000    0.000 _fitpack_impl.py:1(<module>)
      711    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
     1601    0.000    0.000    0.000    0.000 _docscrape.py:156(__setitem__)
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
      283    0.000    0.000    0.000    0.000 <frozen _collections_abc>:469(__new__)
      661    0.000    0.000    0.000    0.000 _docscrape.py:28(__init__)
        1    0.000    0.000    0.000    0.000 info.py:1(<module>)
       25    0.000    0.000    0.000    0.000 dtypes.py:30(_add_dtype_helper)
        1    0.000    0.000    0.000    0.000 equality_constrained_sqp.py:1(<module>)
       19    0.000    0.000    0.000    0.000 arrayprint.py:1704(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 _quadpack_py.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3136(moment)
        1    0.000    0.000    0.000    0.000 synchronize.py:1(<module>)
        2    0.000    0.000    0.000    0.000 overrides.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _function_transformer.py:1(<module>)
      467    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       62    0.000    0.000    0.000    0.000 _array_api.py:682(_make_sphinx_capabilities)
        2    0.000    0.000    0.000    0.000 platform.py:1138(python_implementation)
        1    0.000    0.000    0.000    0.000 main.py:1(<module>)
       64    0.000    0.000    0.000    0.000 common.py:43(_unpack_zerodim_and_defer)
       31    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        1    0.000    0.000    0.000    0.000 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 object_array.py:1(<module>)
        2    0.000    0.000    0.000    0.000 platform.py:1040(_sys_version)
       51    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _plotutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _kernel_pca.py:1(<module>)
      318    0.000    0.000    0.000    0.000 function_base.py:473(_add_docstring)
        1    0.000    0.000    0.000    0.000 _omp.py:1(<module>)
     4169    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 _graph_lasso.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1597(__init__)
     4170    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 _discretization.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pathlib.py:1024(read_text)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
       73    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _realtransforms.py:1(<module>)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 expressions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 floating.py:1(<module>)
     2048    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _bayes.py:1(<module>)
       59    0.000    0.000    0.000    0.000 inspect.py:2799(__str__)
     1061    0.000    0.000    0.000    0.000 _docscrape.py:454(_str_header)
        3    0.000    0.000    0.000    0.000 arrayprint.py:1588(_array_repr_implementation)
        1    0.000    0.000    0.000    0.000 _store_backends.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
      106    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 dtypes.py:1164(IntervalDtype)
      176    0.000    0.000    0.000    0.000 inspect.py:2781(replace)
  594/452    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:1(<module>)
     1472    0.000    0.000    0.000    0.000 _virtualenv.py:53(find_spec)
       44    0.000    0.000    0.000    0.000 getlimits.py:93(_float_to_float)
        4    0.000    0.000    0.000    0.000 getlimits.py:550(_init)
      642    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
        1    0.000    0.000    0.000    0.000 multi.py:228(MultiIndex)
       15    0.000    0.000    0.000    0.000 typing.py:1449(__getitem__)
        1    0.000    0.000    0.000    0.000 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _scimath_impl.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 _kdtree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ranking.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
      320    0.000    0.000    0.000    0.000 _array_api.py:676(__str__)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lbfgsb_py.py:1(<module>)
       19    0.000    0.000    0.000    0.000 arrayprint.py:1697(_guarded_repr_or_str)
        3    0.000    0.000    0.000    0.000 arrayprint.py:619(array2string)
        1    0.000    0.000    0.000    0.000 _shrunk_covariance.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:972(__init__)
       88    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
  278/200    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
        1    0.000    0.000    0.000    0.000 _type_check_impl.py:1(<module>)
       72    0.000    0.000    0.000    0.000 pydoc.py:108(_finddoc)
        1    0.000    0.000    0.000    0.000 printoptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:876(blas_fpe_check)
        1    0.000    0.000    0.000    0.000 __init__.py:152(EntryPoint)
      260    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1616(_update_parameters)
     3387    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      112    0.000    0.000    0.000    0.000 __init__.py:675(joinpath)
       75    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       26    0.000    0.000    0.000    0.000 typing.py:1458(copy_with)
       28    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:305(get_numerical_endpoints)
       15    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 result.py:1(<module>)
       49    0.000    0.000    0.000    0.000 core.py:137(get_object_signature)
       13    0.000    0.000    0.000    0.000 accessor.py:176(add_delegate_accessors)
        8    0.000    0.000    0.000    0.000 nanops.py:68(__init__)
        1    0.000    0.000    0.000    0.000 _slsqp_py.py:1(<module>)
      173    0.000    0.000    0.000    0.000 dataclasses.py:864(_set_new_attribute)
        3    0.000    0.000    0.000    0.000 concat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:108(BaseMaskedArray)
        4    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:544(pad)
      431    0.000    0.000    0.000    0.000 _util.py:548(<genexpr>)
        1    0.000    0.000    0.000    0.000 _core.py:639(PlotAccessor)
       63    0.000    0.000    0.000    0.000 _axis_nan_policy.py:291(_get_axis_params)
        1    0.000    0.000    0.000    0.000 datetimes.py:106(DatetimeIndex)
       13    0.000    0.000    0.000    0.000 accessor.py:63(_add_delegate_accessors)
     4883    0.000    0.000    0.000    0.000 copy.py:172(_deepcopy_atomic)
       26    0.000    0.000    0.000    0.000 core.py:7065(__init__)
        1    0.000    0.000    0.000    0.000 arraylike.py:1(<module>)
      213    0.000    0.000    0.000    0.000 _docscrape.py:531(_str_index)
      152    0.000    0.000    0.000    0.000 _config.py:233(config_context)
       23    0.000    0.000    0.000    0.000 nanops.py:70(<genexpr>)
        1    0.000    0.000    0.000    0.000 _multiufuncs.py:1(<module>)
      299    0.000    0.000    0.000    0.000 _param_validation.py:359(__init__)
        3    0.000    0.000    0.000    0.000 arrayprint.py:581(_array2string)
     1491    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 backtest_engine.py:1(<module>)
       23    0.000    0.000    0.000    0.000 version.py:65(parse)
        1    0.000    0.000    0.000    0.000 _ransac.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _relative_risk.py:1(<module>)
       16    0.000    0.000    0.000    0.000 doc.py:93(window_agg_numba_parameters)
        1    0.000    0.000    0.000    0.000 _ctypeslib.py:1(<module>)
        5    0.000    0.000    0.000    0.000 decorator.py:144(make)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:7071(getdoc)
       15    0.000    0.000    0.000    0.000 common.py:1606(pandas_dtype)
        1    0.000    0.000    0.000    0.000 _set_output.py:1(<module>)
      114    0.000    0.000    0.000    0.000 __init__.py:757(normalize)
      133    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 estimator.py:26(_get_css_style)
       39    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       44    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
        2    0.000    0.000    0.000    0.000 _strptime.py:49(__init__)
       12    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:943(filtered)
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:4172(get_distribution_names)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _complex.py:1(<module>)
       31    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
       39    0.000    0.000    0.000    0.000 dataclasses.py:250(_recursive_repr)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
       23    0.000    0.000    0.000    0.000 version.py:292(__init__)
        3    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scope.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:56(parsestr)
        1    0.000    0.000    0.000    0.000 f90mod_rules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
      178    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
      124    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        1    0.000    0.000    0.000    0.000 arraylike.py:31(OpsMixin)
        1    0.000    0.000    0.000    0.000 parser.py:41(parse)
       29    0.000    0.000    0.000    0.000 _array_api.py:553(xp_promote)
        1    0.000    0.000    0.000    0.000 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pca.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
 1173/921    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      129    0.000    0.000    0.000    0.000 dataclasses.py:701(_is_type)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
      101    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 _bsplines.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(_held_figure)
      298    0.000    0.000    0.000    0.000 typing.py:2476(overload)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1506(UnivariateDistribution)
        4    0.000    0.000    0.000    0.000 _version.py:54(__init__)
     3123    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
        1    0.000    0.000    0.000    0.000 _direct_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:1(<module>)
        3    0.000    0.000    0.000    0.000 decorator.py:200(decorate)
     1271    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
      210    0.000    0.000    0.000    0.000 _docscrape.py:591(get_func)
        1    0.000    0.000    0.000    0.000 trf.py:1(<module>)
       24    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:386(draw)
        1    0.000    0.000    0.000    0.000 interval.py:160(IntervalIndex)
        2    0.000    0.000    0.000    0.000 _optional.py:85(import_optional_dependency)
       24    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        6    0.000    0.000    0.000    0.000 _strptime.py:238(pattern)
     2622    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       89    0.000    0.000    0.000    0.000 typing.py:977(_typevar_subst)
      501    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
       55    0.000    0.000    0.000    0.000 _set_output.py:311(_wrap_method_output)
        1    0.000    0.000    0.000    0.000 silent_failure_logger.py:110(SilentFailureLogger)
        9    0.000    0.000    0.000    0.000 _multivariate.py:5755(_docfill)
        1    0.000    0.000    0.000    0.000 ewm.py:133(ExponentialMovingWindow)
       75    0.000    0.000    0.000    0.000 inspect.py:1456(formatannotation)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _perceptron.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
       56    0.000    0.000    0.000    0.000 _compiler.py:386(_mk_bitmap)
        5    0.000    0.000    0.000    0.000 dataclasses.py:882(_hash_add)
        2    0.000    0.000    0.000    0.000 __init__.py:1672(cpu_times)
      156    0.000    0.000    0.000    0.000 typing.py:961(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 _optics.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _gauss_kronrod.py:1(<module>)
      441    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
     1677    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 datetimelike.py:1967(TimelikeOps)
        1    0.000    0.000    0.000    0.000 _birch.py:1(<module>)
     1161    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.000    0.000 base_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ctypeslib.py:365(_get_scalar_type_map)
        2    0.000    0.000    0.000    0.000 sysconfig.py:667(get_path)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
      919    0.000    0.000    0.000    0.000 typing.py:1252(__eq__)
       87    0.000    0.000    0.000    0.000 _docscrape.py:658(splitlines_x)
      101    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:655(get_paths)
        1    0.000    0.000    0.000    0.000 feedparser.py:171(feed)
        1    0.000    0.000    0.000    0.000 lgmres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
  178/147    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 _tanhsinh.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _polynomial_impl.py:1248(__init__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:290(_expand_vars)
        1    0.000    0.000    0.000    0.000 range.py:1(<module>)
       11    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
       14    0.000    0.000    0.000    0.000 __init__.py:199(split)
      637    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
        1    0.000    0.000    0.000    0.000 relativedelta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mstats.py:1(<module>)
       28    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        5    0.000    0.000    0.000    0.000 dataclasses.py:675(_hash_fn)
     1124    0.000    0.000    0.000    0.000 _parser.py:83(groups)
       76    0.000    0.000    0.000    0.000 inspect.py:2918(apply_defaults)
        1    0.000    0.000    0.000    0.000 _bisect_k_means.py:1(<module>)
     4263    0.000    0.000    0.000    0.000 inspect.py:3058(parameters)
        1    0.000    0.000    0.000    0.000 _nanfunctions_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rolling.py:884(Window)
        1    0.000    0.000    0.000    0.000 _fftlog.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3211(_moment_central_dispatch)
        1    0.000    0.000    0.000    0.000 _lof.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:176(_call_parse)
       24    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1779(_validate)
       23    0.000    0.000    0.000    0.000 overrides.py:179(decorator)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _plotting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:945(PeriodDtype)
       15    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        2    0.000    0.000    0.000    0.000 feedparser.py:216(_parsegen)
       12    0.000    0.000    0.000    0.000 extension.py:125(wrapper)
     2615    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 connection.py:1(<module>)
      124    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
       31    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 platform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _huber.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_rs.py:1(<module>)
       72    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 multiclass.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:811(read_text)
       88    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:833(validation)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3276(_moment_standardized)
        1    0.000    0.000    0.000    0.000 blocks.py:1(<module>)
      642    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
      696    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
     1085    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _fastica.py:1(<module>)
    429/1    0.000    0.000    0.000    0.000 __config__.py:14(_cleanup)
     1202    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       52    0.000    0.000    0.000    0.000 accessor.py:129(_forbid_nonstring_types)
        1    0.000    0.000    0.000    0.000 array.py:241(ArrowExtensionArray)
       13    0.000    0.000    0.000    0.000 expr.py:189(_filter_nodes)
        1    0.000    0.000    0.000    0.000 _locally_linear.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3282(_moment_standardized_dispatch)
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
        4    0.000    0.000    0.000    0.000 deprecation.py:41(__call__)
        3    0.000    0.000    0.000    0.000 arrayprint.py:510(_get_format_function)
        4    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1207(_cache_bytecode)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
      318    0.000    0.000    0.000    0.000 function_base.py:455(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 _shape_base_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _calamine.py:1(<module>)
     1521    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
        8    0.000    0.000    0.000    0.000 _multiufuncs.py:25(__init__)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:1911(trim_zeros)
       17    0.000    0.000    0.000    0.000 generic.py:36(create_pandas_abc_type)
       10    0.000    0.000    0.000    0.000 {built-in method _io.open}
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 period.py:80(PeriodIndex)
        1    0.000    0.000    0.000    0.000 _kl_divergence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
      123    0.000    0.000    0.000    0.000 expr.py:193(<genexpr>)
      255    0.000    0.000    0.000    0.000 {built-in method numpy.array}
       25    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:72(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
        1    0.000    0.000    0.000    0.000 _mixins.py:92(NDArrayBackedExtensionArray)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1212(set_data)
        1    0.000    0.000    0.000    0.000 compressor.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3308(_moment_standardized_normalize)
        1    0.000    0.000    0.000    0.000 align.py:1(<module>)
     1513    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 _gaussian_mixture.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _isomap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
     1980    0.000    0.000    0.000    0.000 typing.py:774(<genexpr>)
        2    0.000    0.000    0.000    0.000 deprecation.py:62(_decorate_class)
        1    0.000    0.000    0.000    0.000 tz.py:1590(nocache)
        1    0.000    0.000    0.000    0.000 range.py:66(RangeIndex)
      171    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
        1    0.000    0.000    0.000    0.000 _emissions.py:32(__init_subclass__)
        3    0.000    0.000    0.000    0.000 expr.py:281(disallowed)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
       42    0.000    0.000    0.000    0.000 docstrings.py:7(make_flex_doc)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_utils.py:1(<module>)
      295    0.000    0.000    0.000    0.000 _distn_infrastructure.py:839(<genexpr>)
